filepath;song;artist;subset;album
./data/chordlab/rwc_pop/N083-M06-T03.lab;Doing That Thing;Jeff Manning;rwc_pop;
./data/chordlab/rwc_pop/N084-M06-T04.lab;Someday;Shinya Iguchi;rwc_pop;
./data/chordlab/rwc_pop/N085-M06-T05.lab;Waiting for the moment;Jeff Manning;rwc_pop;
./data/chordlab/rwc_pop/N086-M06-T06.lab;Angel Baby;Betty;rwc_pop;
./data/chordlab/rwc_pop/N087-M06-T07.lab;I think of you;Jeff Manning;rwc_pop;
./data/chordlab/rwc_pop/N088-M06-T08.lab;Woman Like You;Shinya Iguchi;rwc_pop;
./data/chordlab/rwc_pop/N089-M06-T09.lab;Life Is What You Make It To Be;Donna Burke;rwc_pop;
./data/chordlab/rwc_pop/N090-M06-T10.lab;Don't Say Good bye;Shinya Iguchi;rwc_pop;
./data/chordlab/rwc_pop/N091-M07-T01.lab;Change Of Heart;Donna Burke;rwc_pop;
./data/chordlab/rwc_pop/N092-M07-T02.lab;I'll be there for you;Betty;rwc_pop;
./data/chordlab/rwc_pop/N093-M07-T03.lab;Sweet Dreams;Donna Burke;rwc_pop;
./data/chordlab/rwc_pop/N094-M07-T04.lab;Life;Betty;rwc_pop;
./data/chordlab/rwc_pop/N095-M07-T05.lab;Feel;Jeff Manning;rwc_pop;
./data/chordlab/rwc_pop/N096-M07-T06.lab;Weekend;Betty;rwc_pop;
./data/chordlab/rwc_pop/N097-M07-T07.lab;Don't Lie To Me;Donna Burke;rwc_pop;
./data/chordlab/rwc_pop/N098-M07-T08.lab;31 BLUES;Jeff Manning;rwc_pop;
./data/chordlab/rwc_pop/N099-M07-T09.lab;Once and For All;Shinya Iguchi;rwc_pop;
./data/chordlab/rwc_pop/N100-M07-T10.lab;No Regrets;Shinya Iguchi;rwc_pop;
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_10_-_Savoy_Truffle.lab;Savoy Truffle;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_11_-_Cry_Baby_Cry.lab;Cry Baby Cry;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_12_-_Revolution_9.lab;Revolution 9;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_03_-_Mother_Nature's_Son.lab;Mother Nature's Son;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_02_-_Yer_Blues.lab;Yer Blues;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_08_-_Revolution_1.lab;Revolution 1;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_06_-_Helter_Skelter.lab;Helter Skelter;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_04_-_Everybody's_Got_Something_To_Hide_Except_Me_and_My_Monkey.lab;Everybody's Got Something To Hide Except Me and My Monkey;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_05_-_Sexy_Sadie.lab;Sexy Sadie;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_01_-_Birthday.lab;Birthday;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_07_-_Long_Long_Long.lab;Long Long Long;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_09_-_Honey_Pie.lab;Honey Pie;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD2_-_The_Beatles/CD2_-_13_-_Good_Night.lab;Good Night;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/01_-_It_Won't_Be_Long.lab;It Won't Be Long;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/09_-_Hold_Me_Tight.lab;Hold Me Tight;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/14_-_Money.lab;Money;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/11_-_I_Wanna_Be_Your_Man.lab;I Wanna Be Your Man;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/05_-_Little_Child.lab;Little Child;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/10_-_You_Really_Got_A_Hold_On_Me.lab;You Really Got A Hold On Me;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/12_-_Devil_In_Her_Heart.lab;Devil In Her Heart;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/04_-_Don't_Bother_Me.lab;Don't Bother Me;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/06_-_Till_There_Was_You.lab;Till There Was You;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/02_-_All_I've_Got_To_Do.lab;All I've Got To Do;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/08_-_Roll_Over_Beethoven.lab;Roll Over Beethoven;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/03_-_All_My_Loving.lab;All My Loving;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/13_-_Not_A_Second_Time.lab;Not A Second Time;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/02_-_With_the_Beatles/07_-_Please_Mister_Postman.lab;Please Mister Postman;The Beatles;isophonics;With the Beatles
./data/chordlab/isophonics/The Beatles/07_-_Revolver/12_-_I_Want_To_Tell_You.lab;I Want To Tell You;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/03_-_I'm_Only_Sleeping.lab;I'm Only Sleeping;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/06_-_Yellow_Submarine.lab;Yellow Submarine;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/02_-_Eleanor_Rigby.lab;Eleanor Rigby;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/11_-_Doctor_Robert.lab;Doctor Robert;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/10_-_For_No_One.lab;For No One;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/13_-_Got_To_Get_You_Into_My_Life.lab;Got To Get You Into My Life;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/14_-_Tomorrow_Never_Knows.lab;Tomorrow Never Knows;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/08_-_Good_Day_Sunshine.lab;Good Day Sunshine;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/01_-_Taxman.lab;Taxman;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/09_-_And_Your_Bird_Can_Sing.lab;And Your Bird Can Sing;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/04_-_Love_You_To.lab;Love You To;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/05_-_Here,_There_And_Everywhere.lab;Here, There And Everywhere;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/07_-_Revolver/07_-_She_Said_She_Said.lab;She Said She Said;The Beatles;isophonics;Revolver
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_03_-_Glass_Onion.lab;Glass Onion;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_10_-_I'm_So_Tired.lab;I'm So Tired;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_02_-_Dear_Prudence.lab;Dear Prudence;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_16_-_I_Will.lab;I Will;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_15_-_Why_Don't_We_Do_It_In_The_Road.lab;Why Don't We Do It In The Road;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_14_-_Don't_Pass_Me_By.lab;Don't Pass Me By;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_08_-_Happiness_is_a_Warm_Gun.lab;Happiness is a Warm Gun;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_01_-_Back_in_the_USSR.lab;Back in the USSR;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_13_-_Rocky_Raccoon.lab;Rocky Raccoon;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_11_-_Black_Bird.lab;Black Bird;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_09_-_Martha_My_Dear.lab;Martha My Dear;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_04_-_Ob-La-Di,_Ob-La-Da.lab;Ob-La-Di, Ob-La-Da;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_06_-_The_Continuing_Story_of_Bungalow_Bill.lab;The Continuing Story of Bungalow Bill;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_07_-_While_My_Guitar_Gently_Weeps.lab;While My Guitar Gently Weeps;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_17_-_Julia.lab;Julia;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_05_-_Wild_Honey_Pie.lab;Wild Honey Pie;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/10CD1_-_The_Beatles/CD1_-_12_-_Piggies.lab;Piggies;The Beatles;isophonics;The Beatles
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/02_-_I'm_a_Loser.lab;I'm a Loser;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/06_-_Mr._Moonlight.lab;Mr. Moonlight;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/09_-_Words_of_Love.lab;Words of Love;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/05_-_I'll_Follow_the_Sun.lab;I'll Follow the Sun;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/01_-_No_Reply.lab;No Reply;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/08_-_Eight_Days_a_Week.lab;Eight Days a Week;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/14_-_Everybody's_Trying_to_Be_My_Baby.lab;Everybody's Trying to Be My Baby;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/03_-_Baby's_In_Black.lab;Baby's In Black;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/11_-_Every_Little_Thing.lab;Every Little Thing;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/10_-_Honey_Don't.lab;Honey Don't;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/04_-_Rock_and_Roll_Music.lab;Rock and Roll Music;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/13_-_What_You're_Doing.lab;What You're Doing;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/12_-_I_Don't_Want_to_Spoil_the_Party.lab;I Don't Want to Spoil the Party;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/04_-_Beatles_for_Sale/07_-_Kansas_City-_Hey,_Hey,_Hey,_Hey.lab;Kansas City- Hey, Hey, Hey, Hey;The Beatles;isophonics;Beatles for Sale
./data/chordlab/isophonics/The Beatles/09_-_Magical_Mystery_Tour/06_-_I_Am_The_Walrus.lab;I Am The Walrus;The Beatles;isophonics;Magical Mystery Tour
./data/chordlab/isophonics/The Beatles/09_-_Magical_Mystery_Tour/08_-_Strawberry_Fields_Forever.lab;Strawberry Fields Forever;The Beatles;isophonics;Magical Mystery Tour
./data/chordlab/isophonics/The Beatles/09_-_Magical_Mystery_Tour/10_-_Baby_You're_A_Rich_Man.lab;Baby You're A Rich Man;The Beatles;isophonics;Magical Mystery Tour
./data/chordlab/isophonics/The Beatles/09_-_Magical_Mystery_Tour/07_-_Hello_Goodbye.lab;Hello Goodbye;The Beatles;isophonics;Magical Mystery Tour
./data/chordlab/isophonics/The Beatles/09_-_Magical_Mystery_Tour/05_-_Your_Mother_Should_Know.lab;Your Mother Should Know;The Beatles;isophonics;Magical Mystery Tour
./data/chordlab/isophonics/The Beatles/09_-_Magical_Mystery_Tour/04_-_Blue_Jay_Way.lab;Blue Jay Way;The Beatles;isophonics;Magical Mystery Tour
./data/chordlab/isophonics/The Beatles/09_-_Magical_Mystery_Tour/11_-_All_You_Need_Is_Love.lab;All You Need Is Love;The Beatles;isophonics;Magical Mystery Tour
./data/chordlab/isophonics/The Beatles/09_-_Magical_Mystery_Tour/01_-_Magical_Mystery_Tour.lab;Magical Mystery Tour;The Beatles;isophonics;Magical Mystery Tour
./data/chordlab/isophonics/The Beatles/09_-_Magical_Mystery_Tour/02_-_The_Fool_On_The_Hill.lab;The Fool On The Hill;The Beatles;isophonics;Magical Mystery Tour
./data/chordlab/isophonics/The Beatles/09_-_Magical_Mystery_Tour/09_-_Penny_Lane.lab;Penny Lane;The Beatles;isophonics;Magical Mystery Tour
./data/chordlab/isophonics/The Beatles/09_-_Magical_Mystery_Tour/03_-_Flying.lab;Flying;The Beatles;isophonics;Magical Mystery Tour
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/03_-_You_Won't_See_Me.lab;You Won't See Me;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/06_-_The_Word.lab;The Word;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/07_-_Michelle.lab;Michelle;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/05_-_Think_For_Yourself.lab;Think For Yourself;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/11_-_In_My_Life.lab;In My Life;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/08_-_What_Goes_On.lab;What Goes On;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/13_-_If_I_Needed_Someone.lab;If I Needed Someone;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/01_-_Drive_My_Car.lab;Drive My Car;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/04_-_Nowhere_Man.lab;Nowhere Man;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/09_-_Girl.lab;Girl;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/02_-_Norwegian_Wood_(This_Bird_Has_Flown).lab;Norwegian Wood (This Bird Has Flown);The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/10_-_I'm_Looking_Through_You.lab;I'm Looking Through You;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/14_-_Run_For_Your_Life.lab;Run For Your Life;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/06_-_Rubber_Soul/12_-_Wait.lab;Wait;The Beatles;isophonics;Rubber Soul
./data/chordlab/isophonics/The Beatles/05_-_Help!/05_-_Another_Girl.lab;Another Girl;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/10_-_You_Like_Me_Too_Much.lab;You Like Me Too Much;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/11_-_Tell_Me_What_You_See.lab;Tell Me What You See;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/08_-_Act_Naturally.lab;Act Naturally;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/07_-_Ticket_To_Ride.lab;Ticket To Ride;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/06_-_You're_Going_To_Lose_That_Girl.lab;You're Going To Lose That Girl;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/02_-_The_Night_Before.lab;The Night Before;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/01_-_Help!.lab;Help!;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/03_-_You've_Got_To_Hide_Your_Love_Away.lab;You've Got To Hide Your Love Away;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/13_-_Yesterday.lab;Yesterday;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/04_-_I_Need_You.lab;I Need You;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/09_-_It's_Only_Love.lab;It's Only Love;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/12_-_I've_Just_Seen_a_Face.lab;I've Just Seen a Face;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/05_-_Help!/14_-_Dizzy_Miss_Lizzy.lab;Dizzy Miss Lizzy;The Beatles;isophonics;Help!
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/08_-_Because.lab;Because;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/03_-_Maxwell's_Silver_Hammer.lab;Maxwell's Silver Hammer;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/05_-_Octopus's_Garden.lab;Octopus's Garden;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/14_-_Golden_Slumbers.lab;Golden Slumbers;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/01_-_Come_Together.lab;Come Together;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/12_-_Polythene_Pam.lab;Polythene Pam;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/11_-_Mean_Mr_Mustard.lab;Mean Mr Mustard;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/17_-_Her_Majesty.lab;Her Majesty;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/06_-_I_Want_You.lab;I Want You;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/07_-_Here_Comes_The_Sun.lab;Here Comes The Sun;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/15_-_Carry_That_Weight.lab;Carry That Weight;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/02_-_Something.lab;Something;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/04_-_Oh!_Darling.lab;Oh! Darling;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/16_-_The_End.lab;The End;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/10_-_Sun_King.lab;Sun King;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/13_-_She_Came_In_Through_The_Bathroom_Window.lab;She Came In Through The Bathroom Window;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/11_-_Abbey_Road/09_-_You_Never_Give_Me_Your_Money.lab;You Never Give Me Your Money;The Beatles;isophonics;Abbey Road
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/05_-_Fixing_A_Hole.lab;Fixing A Hole;The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/07_-_Being_For_The_Benefit_Of_Mr._Kite!.lab;Being For The Benefit Of Mr. Kite!;The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/03_-_Lucy_In_The_Sky_With_Diamonds.lab;Lucy In The Sky With Diamonds;The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/01_-_Sgt._Pepper's_Lonely_Hearts_Club_Band.lab;Sgt. Pepper's Lonely Hearts Club Band;The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/06_-_She's_Leaving_Home.lab;She's Leaving Home;The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/09_-_When_I'm_Sixty-Four.lab;When I'm Sixty-Four;The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/10_-_Lovely_Rita.lab;Lovely Rita;The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/08_-_Within_You_Without_You.lab;Within You Without You;The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/13_-_A_Day_In_The_Life.lab;A Day In The Life;The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/11_-_Good_Morning_Good_Morning.lab;Good Morning Good Morning;The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/12_-_Sgt._Pepper's_Lonely_Hearts_Club_Band_(Reprise).lab;Sgt. Pepper's Lonely Hearts Club Band (Reprise);The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/02_-_With_A_Little_Help_From_My_Friends.lab;With A Little Help From My Friends;The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/04_-_Getting_Better.lab;Getting Better;The Beatles;isophonics;Sgt. Pepper's Lonely Hearts Club Band
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/02_-_I_Should_Have_Known_Better.lab;I Should Have Known Better;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/06_-_Tell_Me_Why.lab;Tell Me Why;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/04_-_I'm_Happy_Just_To_Dance_With_You.lab;I'm Happy Just To Dance With You;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/07_-_Can't_Buy_Me_Love.lab;Can't Buy Me Love;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/08_-_Any_Time_At_All.lab;Any Time At All;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/13_-_I'll_Be_Back.lab;I'll Be Back;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/10_-_Things_We_Said_Today.lab;Things We Said Today;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/12_-_You_Can't_Do_That.lab;You Can't Do That;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/09_-_I'll_Cry_Instead.lab;I'll Cry Instead;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/05_-_And_I_Love_Her.lab;And I Love Her;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/03_-_If_I_Fell.lab;If I Fell;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/11_-_When_I_Get_Home.lab;When I Get Home;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/03_-_A_Hard_Day's_Night/01_-_A_Hard_Day's_Night.lab;A Hard Day's Night;The Beatles;isophonics;A Hard Day's Night
./data/chordlab/isophonics/The Beatles/12_-_Let_It_Be/11_-_For_You_Blue.lab;For You Blue;The Beatles;isophonics;Let It Be
./data/chordlab/isophonics/The Beatles/12_-_Let_It_Be/10_-_The_Long_and_Winding_Road.lab;The Long and Winding Road;The Beatles;isophonics;Let It Be
./data/chordlab/isophonics/The Beatles/12_-_Let_It_Be/07_-_Maggie_Mae.lab;Maggie Mae;The Beatles;isophonics;Let It Be
./data/chordlab/isophonics/The Beatles/12_-_Let_It_Be/09_-_One_After_909.lab;One After 909;The Beatles;isophonics;Let It Be
./data/chordlab/isophonics/The Beatles/12_-_Let_It_Be/04_-_I_Me_Mine.lab;I Me Mine;The Beatles;isophonics;Let It Be
./data/chordlab/isophonics/The Beatles/12_-_Let_It_Be/12_-_Get_Back.lab;Get Back;The Beatles;isophonics;Let It Be
